도로명주소,지역,위도,경도,인기점수,
필코 스튜디오,제주특별자치도 제주시 한경면 저지12길 62-5 (저지리),제주시,33.3383311,126.2631944,1438
로봇플래닛,제주특별자치도 서귀포시 안덕면 신화역사로188번길 151,서귀포시,33.2991595,126.3085849,1430
펌킨 펫하우스 제주신화월드,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,서귀포시,33.3017501,126.3206458,1428
개미남,제주특별자치도 제주시 구산로 26,제주시,33.482499,126.5380588,1426
해병 3·4기 호국관,제주특별자치도 서귀포시 대정읍 상모대서로66번길 13,서귀포시,33.2272873,126.2610544,1424
쿠키네,제주특별자치도 제주시 애월읍 일주서로 6689,제주시,33.4713897,126.3668522,1420
제주일상식탁,제주특별자치도 서귀포시 남원읍 태위로 402,서귀포시,33.302706,126.6568975,1420
제주해양레저타운,제주특별자치도 제주시 서해안로 58,제주시,33.5021517,126.4564112,1414
뎁스원 프리다이빙센터,제주특별자치도 제주시 한림읍 한림로 375,제주시,33.3962638,126.2432389,1386
뱅듸승마클럽,제주특별자치도 제주시 조천읍 번영로 1118-33,제주시,33.4651501,126.6543529,1376
사월의 꿩,제주특별자치도 제주시 구좌읍 번영로 2178,제주시,33.4281061,126.751044,1370
앙리젤,제주특별자치도 제주시 노형12길 23,제주시,33.483098,126.4772312,1368
삐삐그루밍,제주특별자치도 서귀포시 대정읍 중산간서로 2269,서귀포시,33.2806298,126.2862131,1360
제주가구공방,제주특별자치도 제주시 도련6길 75,제주시,33.5108889,126.5780998,1359
덩굴원,제주특별자치도 제주시 조천읍 선교로 159-19 (선흘리) 1층,제주시,33.4861712,126.7055211,1324
블루버블,제주특별자치도 서귀포시 성산읍 일출로255번길 11,서귀포시,33.4622602,126.9330967,1324
블랙벨트 태권도장,제주특별자치도 제주시 정존5길 9 2층,제주시,33.4834742,126.4740057,1316
태권뮤지컬혼,제주특별자치도 제주시 애월읍 산록서로 18,제주시,33.386835,126.3751531,1305
튼튼동물병원,제주특별자치도 제주시 중앙로 351,제주시,33.4905694,126.538026,1300
한림동물병원,제주특별자치도 제주시 한림읍 한림상로 114,제주시,33.4097579,126.265138,1274
서프서프,제주특별자치도 제주시 구좌읍 해맞이해안로 468,제주시,33.5553336,126.7966229,1262
웁스마이독,제주특별자치도 서귀포시 안덕면 사계로 112,서귀포시,33.240297,126.3003502,1262
성산스쿠버리조트,제주특별자치도 서귀포시 성산읍 일출로 258-5,서귀포시,33.4609616,126.9334663,1260
개인공간,제주특별자치도 제주시 매촌1길 3-1,제주시,33.515922,126.5890592,1252
비밀의 숲,제주특별자치도 제주시 구좌읍 송당리 2173,제주시,33.4537125,126.755313,1232
아일랜드 터프팅,"제주특별자치도 제주시 동고산로 1, 3층",제주시,33.498038,126.5314367,1221
반치옥 사진관,제주특별자치도 제주시 애월읍 장전로 109-17,제주시,33.4521446,126.3892699,1220
도도펫,제주특별자치도 제주시 우령8길 63-16,제주시,33.4854023,126.4339576,1210
나드 보컬 스튜디오,제주특별자치도 제주시 중앙로 234-1,제주시,33.4987647,126.5301679,1202
라인업서프 하도,제주특별자치도 제주시 구좌읍 하도13길 55,제주시,33.5108067,126.8921626,1183
상가리야자숲,제주특별자치도 제주시 애월읍 고하상로 326,제주시,33.4102243,126.3758566,1174
포브독,제주특별자치도 제주시 연북로 74,제주시,33.4815331,126.4892489,1166
법환해녀체험센터,제주특별자치도 서귀포시 최영로 10,서귀포시,33.2341727,126.5135735,1148
제주 샘주,제주특별자치도 제주시 애월읍 애원로 283,제주시,33.4102243,126.3758566,1129
헌마공신 김만일기념관,제주특별자치도 서귀포시 남원읍 서성로 919,서귀포시,33.3352599,126.6681117,1122
라이크더윈드 스튜디오,제주특별자치도 제주시 구좌읍 구좌로 51,제주시,33.5232671,126.8570277,1118
제주 캘리아트,제주특별자치도 제주시 남성로23길 6,제주시,33.5097314,126.5217403,1116
아일랜드 플라워,제주특별자치도 서귀포시 성산읍 서성일로 602,서귀포시,33.4242279,126.8499471,1114
제주옹기굴제,제주특별자치도 서귀포시 대정읍 무영로254번길 3-1,서귀포시,33.2828,126.22336,1112
행복공방 에치비,제주특별자치도 서귀포시 중산간서로 188,서귀포시,33.2604907,126.4948354,1092
가야금이 흐르는 제주,제주특별자치도 제주시 광양9길 27,제주시,33.5008664,126.5326422,1092
"안녕, 상이 친구들",제주특별자치도 제주시 아란7길 47,제주시,33.4261379,126.5626925,1070
월정퀵서프,제주특별자치도 제주시 구좌읍 해맞이해안로 486,제주시,33.5547934,126.7986457,1062
곱뜨락아띠 향수공방,제주특별자치도 서귀포시 안덕면 사계중앙로3번길 22,서귀포시,33.2302133,126.2996522,1060
삼화훈동물병원,제주특별자치도 제주시 동화로 12,제주시,33.5187794,126.5726952,1056
한라동물종합병원,제주특별자치도 제주시 고마로 37,제주시,33.5108854,126.5390598,1052
그린페블,제주특별자치도 제주시 한림읍 수동7길 54-3,제주시,33.3454742,126.2487978,1046
감성을담다,제주특별자치도 제주시 구좌읍 평대7길 20-1,제주시,33.5300084,126.8438361,1044
에이스서프,제주특별자치도 제주시 구좌읍 월정7길 62-1,제주시,33.5557014,126.7955853,1026
위미웨이,"제주특별자치도 서귀포시 남원읍 위미중앙로196번길 6-13 (위미리, 제주해양경비안전서 위미출장소) 위미항",서귀포시,33.2717087,126.6634414,1026
라니멜레,제주특별자치도 제주시 조천읍 조천우회로 527,제주시,33.5309839,126.6658826,1018
비고르서프,제주특별자치도 서귀포시 안덕면 형제해안로 70,서귀포시,33.2258399,126.2998288,1016
카카오패밀리 로이인더정글카밀라스,제주특별자치도 제주시 구좌읍 구좌로 60,제주시,33.5225689,126.8574868,1016
액트몬 제주점,제주특별자치도 서귀포시 중문관광로 205,서귀포시,33.2436726,126.4215188,1014
토이레저,제주특별자치도 서귀포시 안덕면 동광로 267-7,서귀포시,33.3189962,126.3456767,1012
솔티 오렌지,제주특별자치도 서귀포시 성산읍 신산중앙로 36,서귀포시,33.3784681,126.8784858,996
제라펫,제주특별자치도 제주시 용담로20길 28,제주시,33.5078807,126.5134968,996
현애원,제주특별자치도 서귀포시 성산읍 산성효자로114번길 131,서귀포시,33.4559681,126.9084076,994
아틀리에1950,제주특별자치도 제주시 신광로1길 44 4층,제주시,33.4919423,126.4904629,994
파인더웨이브,제주특별자치도 제주시 애월읍 일주서로 6079,제주시,33.4533803,126.3087106,986
들랑,제주특별자치도 제주시 관덕로4길 14-1,제주시,33.5117778,126.5213706,980
조은동물병원,제주특별자치도 서귀포시 동문로 40,서귀포시,33.2503019,126.564913,964
후박나무길,제주특별자치도 제주시 조천읍 선교로 807-31,제주시,33.4402971,126.6993798,954
minagrooming(미나그루밍),제주특별자치도 제주시 한림읍 한림해안로 116,제주시,33.4134783,126.2598919,952
모비딕다이브,제주특별자치도 서귀포시 남성중로121번길 12,서귀포시,33.2427874,126.5555851,950
